wo_id,month,plan_date,complete_date,sku,production_line,plan_qty,actual_qty,efficiency,scrap_qty,status,shift
WO02134,2025-10,2025-10-12,2025-10-20,FWD524,产线-05,7746,6274,0.81,151,已完成,早班
WO02135,2025-08,2025-08-11,2025-08-14,FWDV155,产线-04,588,570,0.97,7,已完成,中班
WO02136,2025-06,2025-06-12,2025-06-23,FWD6850,产线-05,2541,2033,0.8,44,已完成,中班
WO02137,2025-03,2025-03-07,2025-03-11,FWD534,产线-03,3906,3281,0.84,17,计划,夜班
WO02138,2025-02,2025-02-03,2025-02-15,FWDV060,产线-07,1490,1371,0.92,27,已完成,夜班
WO02139,2025-08,2025-08-08,2025-08-13,FWDV150B,产线-05,2907,2500,0.86,44,生产中,夜班
WO02140,2024-10,2024-10-25,2024-10-28,FWD308,产线-08,7965,7407,0.93,121,生产中,早班
WO02141,2025-09,2025-09-06,2025-09-20,FWD307,产线-06,5611,5050,0.9,64,已完成,夜班
WO02142,2024-11,2024-11-21,2024-11-24,FWD901KSW,产线-08,1022,1012,0.99,2,已完成,中班
WO02143,2024-10,2024-10-19,2024-10-31,FWD330,产线-05,6617,5757,0.87,97,已完成,夜班
WO02144,2024-11,2024-11-22,2024-12-06,FWD302,产线-08,5696,4614,0.81,86,计划,中班
WO02145,2025-11,2025-11-23,2025-11-26,FWD103,产线-06,1059,974,0.92,0,已完成,早班
WO02146,2024-12,2024-12-21,2024-12-26,FWD3504,产线-02,5917,5207,0.88,42,生产中,夜班
WO02147,2025-03,2025-03-25,2025-04-03,FWDV020,产线-01,606,582,0.96,7,计划,夜班
WO02148,2025-05,2025-05-16,2025-05-30,FWDD29L,产线-05,2724,2533,0.93,21,已完成,早班
WO02149,2025-05,2025-05-02,2025-05-13,FWDD27M,产线-04,6474,6474,1.0,74,计划,中班
WO02150,2025-11,2025-11-21,2025-11-24,FWD500WR,产线-08,3347,3180,0.95,51,已完成,中班
WO02151,2025-03,2025-03-23,2025-03-27,FWD163,产线-08,1016,965,0.95,19,已完成,中班
WO02152,2025-03,2025-03-04,2025-03-16,FWDV020,产线-05,7198,7198,1.0,133,已完成,夜班
WO02153,2025-02,2025-02-10,2025-02-13,FWD5800A,产线-06,3735,3698,0.99,55,已完成,中班
WO02154,2025-04,2025-04-11,2025-04-16,FWD552,产线-01,3118,2837,0.91,23,已完成,早班
WO02155,2025-07,2025-07-23,2025-07-27,FWD6018,产线-08,3430,3190,0.93,28,已完成,夜班
WO02156,2025-06,2025-06-13,2025-06-15,FWD224,产线-06,6652,5521,0.83,94,生产中,夜班
WO02157,2024-11,2024-11-26,2024-12-01,FWD6885,产线-05,3015,2533,0.84,29,已完成,夜班
WO02158,2025-10,2025-10-08,2025-10-16,FWD525,产线-01,7049,5921,0.84,82,已完成,早班
WO02159,2024-12,2024-12-11,2024-12-20,FWD217,产线-04,1419,1206,0.85,10,已完成,夜班
WO02160,2025-03,2025-03-14,2025-03-27,FWD508,产线-07,5586,5307,0.95,83,已完成,早班
WO02161,2025-06,2025-06-05,2025-06-13,FWD111MT,产线-07,6581,5331,0.81,119,已完成,早班
WO02162,2025-08,2025-08-02,2025-08-04,FWD5873A,产线-02,353,314,0.89,1,已完成,夜班
WO02163,2025-07,2025-07-21,2025-07-29,FWD111MT,产线-03,2694,2452,0.91,36,已完成,早班
WO02164,2024-11,2024-11-05,2024-11-19,FWD5891,产线-03,1646,1531,0.93,5,已完成,中班
WO02165,2025-03,2025-03-27,2025-04-03,FWD201WR,产线-03,3222,2932,0.91,35,生产中,早班
WO02166,2025-01,2025-01-03,2025-01-12,FWD413,产线-04,2109,1750,0.83,38,已完成,中班
WO02167,2024-10,2024-10-19,2024-10-25,FWD361,产线-05,6562,6431,0.98,61,已完成,中班
WO02168,2025-02,2025-02-28,2025-03-13,FWD6500A,产线-05,4935,3997,0.81,1,已完成,夜班
WO02169,2025-10,2025-10-13,2025-10-25,FWDV060B,产线-07,1814,1542,0.85,35,生产中,中班
WO02170,2025-05,2025-05-14,2025-05-20,FWD504,产线-01,2243,1929,0.86,43,计划,中班
WO02171,2025-05,2025-05-28,2025-06-09,FWD427,产线-05,2321,1903,0.82,28,生产中,夜班
WO02172,2025-05,2025-05-03,2025-05-13,FWD325,产线-06,5480,5370,0.98,73,已完成,夜班
WO02173,2025-08,2025-08-23,2025-09-04,FWD413,产线-05,6778,6100,0.9,96,已完成,中班
WO02174,2025-05,2025-05-16,2025-05-19,FWD410,产线-03,1426,1269,0.89,13,已完成,夜班
WO02175,2025-06,2025-06-13,2025-06-14,FWDV080B,产线-06,7535,6782,0.9,4,生产中,中班
WO02176,2024-12,2024-12-21,2024-12-23,FWD304,产线-02,511,470,0.92,3,已完成,中班
WO02177,2025-02,2025-02-07,2025-02-19,FWD6860,产线-04,4970,4523,0.91,0,已完成,夜班
WO02178,2025-08,2025-08-04,2025-08-13,FWD323WR,产线-01,258,235,0.91,2,已完成,夜班
WO02179,2025-06,2025-06-21,2025-07-01,FWD215WR,产线-07,3267,3202,0.98,24,已完成,夜班
WO02180,2025-01,2025-01-18,2025-01-28,FWD402,产线-04,4228,3594,0.85,3,已完成,早班
WO02181,2025-03,2025-03-17,2025-03-20,FWDD25X,产线-07,2732,2595,0.95,4,已完成,早班
WO02182,2025-10,2025-10-20,2025-10-22,FWD249,产线-06,2011,1830,0.91,38,已完成,中班
WO02183,2025-05,2025-05-02,2025-05-08,FWD001,产线-01,6389,6197,0.97,115,已完成,夜班
WO02184,2025-03,2025-03-21,2025-04-03,FWD502WR,产线-05,5656,5656,1.0,9,已完成,夜班
WO02185,2025-05,2025-05-16,2025-05-26,FWD8503WR,产线-02,7225,5997,0.83,59,已完成,夜班
WO02186,2025-09,2025-09-23,2025-09-30,FWD231WR,产线-08,3444,3203,0.93,15,已完成,中班
WO02187,2025-05,2025-05-12,2025-05-21,BHC9323PG,产线-03,7168,6595,0.92,40,计划,中班
WO02188,2025-10,2025-10-21,2025-11-01,FWD219,产线-08,853,853,1.0,14,生产中,夜班
WO02189,2025-04,2025-04-27,2025-05-08,FWDD23L,产线-07,7862,6840,0.87,105,已完成,夜班
WO02190,2025-07,2025-07-17,2025-07-26,FWD323,产线-06,7637,7332,0.96,140,已完成,中班
WO02191,2025-11,2025-11-20,2025-11-30,FWD6003T,产线-06,1372,1180,0.86,18,已完成,早班
WO02192,2024-10,2024-10-19,2024-10-28,FWD3504,产线-08,6048,5867,0.97,62,生产中,中班
WO02193,2025-03,2025-03-27,2025-04-06,FWD6003T,产线-07,7943,7069,0.89,130,已完成,早班
WO02194,2024-10,2024-10-22,2024-10-26,FWD5894,产线-04,6092,5605,0.92,22,计划,夜班
WO02195,2025-04,2025-04-04,2025-04-14,FWD303,产线-08,6683,5413,0.81,90,已完成,早班
WO02196,2025-10,2025-10-16,2025-10-28,BHC9275BOH,产线-04,1856,1745,0.94,0,计划,早班
WO02197,2025-05,2025-05-14,2025-05-26,FWD289,产线-03,7097,6032,0.85,127,生产中,夜班
WO02198,2025-09,2025-09-21,2025-10-02,FWD522WR,产线-06,749,704,0.94,9,已完成,早班
WO02199,2025-07,2025-07-28,2025-08-03,FWD430,产线-01,6865,6865,1.0,47,生产中,夜班
WO02200,2024-10,2024-10-06,2024-10-19,FWD5871C,产线-02,1813,1505,0.83,9,已完成,早班
WO02201,2024-10,2024-10-08,2024-10-22,FWD151,产线-07,797,701,0.88,3,计划,夜班
WO02202,2024-10,2024-10-16,2024-10-24,FWD351,产线-06,5532,5034,0.91,69,计划,中班
WO02203,2025-08,2025-08-14,2025-08-27,FWD6881,产线-06,818,712,0.87,11,已完成,中班
WO02204,2025-07,2025-07-11,2025-07-13,FWD520WR,产线-07,2765,2627,0.95,20,生产中,夜班
WO02205,2025-09,2025-09-10,2025-09-23,BHC9275BOH,产线-08,5385,4954,0.92,74,已完成,夜班
WO02206,2025-04,2025-04-17,2025-04-26,FWD525WR,产线-08,4225,3507,0.83,34,生产中,中班
WO02207,2025-10,2025-10-08,2025-10-22,FWDV550,产线-02,5646,5364,0.95,93,计划,夜班
WO02208,2025-02,2025-02-01,2025-02-09,FWD151WR,产线-05,2931,2609,0.89,54,生产中,中班
WO02209,2025-11,2025-11-03,2025-11-05,FWDD25L,产线-02,6525,5938,0.91,58,已完成,中班
WO02210,2025-07,2025-07-27,2025-08-04,FWD5870D,产线-07,2438,2365,0.97,42,已完成,中班
WO02211,2025-03,2025-03-05,2025-03-14,FWD901KSW,产线-06,7104,6749,0.95,47,计划,中班
WO02212,2025-06,2025-06-16,2025-06-20,FWD421,产线-07,2466,2392,0.97,16,已完成,中班
WO02213,2025-01,2025-01-10,2025-01-23,FWD6018,产线-08,6947,6252,0.9,23,已完成,早班
WO02214,2025-08,2025-08-04,2025-08-08,FWD5890,产线-04,1703,1465,0.86,6,已完成,夜班
WO02215,2025-09,2025-09-16,2025-09-19,FWD6500A,产线-04,707,665,0.94,1,生产中,夜班
WO02216,2024-10,2024-10-01,2024-10-10,FWD304,产线-06,1086,912,0.84,19,已完成,早班
WO02217,2025-04,2025-04-14,2025-04-26,BHC9337GP,产线-02,4661,4008,0.86,15,生产中,夜班
WO02218,2024-11,2024-11-15,2024-11-16,FWD505,产线-03,7531,7230,0.96,124,已完成,夜班
WO02219,2025-10,2025-10-14,2025-10-20,FWD231,产线-04,536,445,0.83,10,计划,夜班
WO02220,2025-09,2025-09-25,2025-10-03,FWD7322,产线-02,3112,2614,0.84,8,生产中,夜班
WO02221,2025-02,2025-02-08,2025-02-14,FWDV040,产线-01,6982,6703,0.96,83,已完成,夜班
WO02222,2025-07,2025-07-03,2025-07-16,BHC9233POH,产线-03,2830,2688,0.95,15,已完成,夜班
WO02223,2025-07,2025-07-08,2025-07-20,FWD509,产线-01,7533,6780,0.9,117,已完成,中班
WO02224,2025-10,2025-10-18,2025-10-19,FWD219WR,产线-05,831,673,0.81,2,计划,中班
WO02225,2025-09,2025-09-19,2025-10-01,FWD6003,产线-04,282,268,0.95,1,已完成,早班
WO02226,2025-01,2025-01-16,2025-01-20,FWD103,产线-02,4529,4393,0.97,37,已完成,夜班
WO02227,2024-11,2024-11-21,2024-11-29,FWD506,产线-05,973,963,0.99,17,计划,夜班
WO02228,2025-02,2025-02-24,2025-03-01,FWD122,产线-01,5256,5256,1.0,62,已完成,中班
WO02229,2024-12,2024-12-09,2024-12-15,FWD215,产线-05,751,601,0.8,14,已完成,中班
WO02230,2025-10,2025-10-21,2025-11-02,FWDD23X,产线-01,1117,894,0.8,18,已完成,早班
WO02231,2025-04,2025-04-27,2025-05-04,FWD219,产线-08,4380,4205,0.96,47,已完成,中班
WO02232,2025-05,2025-05-21,2025-05-22,FWD231,产线-01,5354,4712,0.88,102,已完成,早班
WO02233,2025-04,2025-04-14,2025-04-15,FWD510,产线-08,4624,4300,0.93,33,生产中,中班
WO02234,2025-02,2025-02-19,2025-02-28,FWDV155,产线-07,7188,5822,0.81,37,生产中,中班
WO02235,2025-10,2025-10-28,2025-11-10,BHC89237BG,产线-04,3724,3054,0.82,66,已完成,中班
WO02236,2025-09,2025-09-13,2025-09-20,FWD5871A,产线-07,2123,1889,0.89,13,计划,早班
WO02237,2024-11,2024-11-06,2024-11-20,FWD6500A,产线-08,1174,998,0.85,14,已完成,早班
WO02238,2025-08,2025-08-02,2025-08-07,FWD520WR,产线-01,2504,2229,0.89,14,已完成,中班
WO02239,2024-12,2024-12-14,2024-12-19,FWD7352,产线-08,2508,2358,0.94,41,生产中,夜班
WO02240,2025-07,2025-07-27,2025-08-04,FWD152WR,产线-04,5991,5272,0.88,50,已完成,中班
WO02241,2025-10,2025-10-25,2025-11-07,FWDD10L,产线-02,2686,2203,0.82,11,已完成,中班
WO02242,2025-05,2025-05-13,2025-05-17,FWDD29X,产线-04,5709,4967,0.87,67,计划,夜班
WO02243,2024-10,2024-10-23,2024-11-04,FWD6205,产线-01,1432,1246,0.87,8,已完成,中班
WO02244,2025-06,2025-06-23,2025-06-26,FWD103,产线-08,4889,4693,0.96,51,已完成,中班
WO02245,2025-07,2025-07-15,2025-07-22,FWD417,产线-07,4470,4157,0.93,61,已完成,夜班
WO02246,2025-03,2025-03-24,2025-03-28,FWD6601,产线-04,3188,3029,0.95,15,计划,早班
WO02247,2025-08,2025-08-09,2025-08-23,FWDD28X,产线-01,7595,7519,0.99,93,已完成,早班
WO02248,2025-04,2025-04-24,2025-04-28,FWD6002,产线-08,806,661,0.82,5,已完成,中班
WO02249,2024-12,2024-12-22,2024-12-23,FWD6601A,产线-08,5201,4213,0.81,86,已完成,中班
WO02250,2025-06,2025-06-05,2025-06-09,FWD6860,产线-01,7118,7047,0.99,11,计划,中班
WO02251,2025-03,2025-03-03,2025-03-13,FWD3302,产线-04,7266,6321,0.87,27,计划,早班
WO02252,2024-10,2024-10-17,2024-10-26,FWD123TS,产线-06,832,790,0.95,8,生产中,中班
WO02253,2025-02,2025-02-05,2025-02-11,FWD5518WR,产线-06,1673,1489,0.89,27,已完成,中班
WO02254,2025-11,2025-11-11,2025-11-21,FWDD27L,产线-01,4848,4266,0.88,9,计划,中班
WO02255,2025-10,2025-10-26,2025-11-09,FWDV015,产线-04,2235,2123,0.95,30,生产中,早班
WO02256,2025-05,2025-05-20,2025-06-02,FWD524WR,产线-04,4253,3658,0.86,45,已完成,中班
WO02257,2025-07,2025-07-10,2025-07-18,FWD152,产线-01,679,625,0.92,8,已完成,中班
WO02258,2024-12,2024-12-25,2024-12-30,FWD534,产线-05,7350,6615,0.9,93,已完成,夜班
WO02259,2025-05,2025-05-06,2025-05-18,BHC9225BMTH,产线-06,3859,3473,0.9,69,计划,早班
WO02260,2025-01,2025-01-22,2025-01-25,FWD6602,产线-02,7760,7605,0.98,147,已完成,中班
WO02261,2025-07,2025-07-27,2025-08-05,FWD323M,产线-05,7501,7201,0.96,96,已完成,中班
WO02262,2024-10,2024-10-15,2024-10-29,FWD217,产线-06,6066,5641,0.93,3,生产中,早班
WO02263,2025-06,2025-06-05,2025-06-15,FWD225,产线-03,321,311,0.97,2,已完成,中班
WO02264,2025-11,2025-11-16,2025-11-27,FWD304,产线-02,3993,3953,0.99,59,已完成,夜班
WO02265,2025-05,2025-05-03,2025-05-16,FWD510,产线-04,5943,5943,1.0,68,已完成,夜班
WO02266,2024-11,2024-11-26,2024-11-27,FWD6500,产线-07,4420,3536,0.8,12,计划,夜班
WO02267,2025-07,2025-07-02,2025-07-13,FWD235,产线-06,2896,2722,0.94,13,生产中,中班
WO02268,2025-02,2025-02-06,2025-02-11,FWD430,产线-02,3827,3597,0.94,44,已完成,早班
WO02269,2025-07,2025-07-19,2025-07-21,FWD6683T,产线-01,2918,2597,0.89,5,计划,早班
WO02270,2024-12,2024-12-04,2024-12-06,FWD6002,产线-06,1067,971,0.91,9,计划,早班
WO02271,2025-08,2025-08-07,2025-08-14,FWD6001,产线-01,6185,5938,0.96,122,已完成,夜班
WO02272,2025-04,2025-04-09,2025-04-19,FWD7305,产线-04,1380,1339,0.97,25,计划,中班
WO02273,2024-12,2024-12-16,2024-12-23,FWD3500,产线-08,4093,3929,0.96,43,已完成,早班
WO02274,2025-04,2025-04-17,2025-04-21,FWD6881,产线-06,1263,1086,0.86,9,已完成,中班
WO02275,2025-03,2025-03-27,2025-04-03,FWD7305,产线-03,7189,5895,0.82,130,计划,中班
WO02276,2025-03,2025-03-17,2025-03-21,FWD3500,产线-05,3022,2841,0.94,19,已完成,早班
WO02277,2025-03,2025-03-16,2025-03-18,BHC9225BMTH,产线-04,3912,3599,0.92,56,已完成,夜班
WO02278,2025-08,2025-08-13,2025-08-14,FWD502,产线-06,7323,6225,0.85,145,生产中,中班
WO02279,2025-11,2025-11-02,2025-11-03,HC010AS,产线-06,3743,3256,0.87,72,计划,夜班
WO02280,2025-03,2025-03-22,2025-03-24,BHC89237BG,产线-02,7739,7120,0.92,67,已完成,早班
WO02281,2025-05,2025-05-08,2025-05-11,FWD6501,产线-04,6182,5007,0.81,67,已完成,夜班
WO02282,2025-02,2025-02-12,2025-02-14,FWD304,产线-07,6771,5755,0.85,71,已完成,中班
WO02283,2025-06,2025-06-04,2025-06-18,FWD503,产线-07,7269,6833,0.94,59,已完成,夜班
WO02284,2025-08,2025-08-03,2025-08-09,FWD524WR,产线-06,5796,4811,0.83,18,已完成,早班
WO02285,2025-08,2025-08-04,2025-08-05,FWD323,产线-02,1484,1410,0.95,25,已完成,中班
WO02286,2024-11,2024-11-28,2024-12-07,FWDV015,产线-03,2516,2441,0.97,39,已完成,中班
WO02287,2025-08,2025-08-14,2025-08-18,FWD323WR,产线-08,808,735,0.91,10,计划,夜班
WO02288,2025-06,2025-06-13,2025-06-17,FWD3112,产线-03,2727,2263,0.83,48,计划,夜班
WO02289,2025-07,2025-07-07,2025-07-13,FWD101WR,产线-08,6692,5889,0.88,51,已完成,中班
WO02290,2025-01,2025-01-15,2025-01-16,FWD361,产线-03,5018,4115,0.82,56,计划,中班
WO02291,2025-10,2025-10-04,2025-10-11,FWD5518WR,产线-06,506,476,0.94,5,生产中,早班
WO02292,2024-11,2024-11-27,2024-12-07,FWD299,产线-04,1947,1694,0.87,8,已完成,中班
WO02293,2025-11,2025-11-09,2025-11-23,FWD520WR,产线-03,1601,1537,0.96,18,已完成,夜班
WO02294,2025-04,2025-04-09,2025-04-17,FWD103TWR,产线-05,4870,4626,0.95,60,生产中,早班
WO02295,2025-08,2025-08-04,2025-08-17,FWD308,产线-03,6851,5618,0.82,86,已完成,夜班
WO02296,2025-06,2025-06-04,2025-06-14,BHC89235G,产线-08,5668,4648,0.82,95,生产中,夜班
WO02297,2025-07,2025-07-21,2025-07-23,BHC9325BR,产线-07,5745,5515,0.96,17,已完成,早班
WO02298,2024-11,2024-11-07,2024-11-21,FWD500,产线-02,4373,4067,0.93,48,生产中,中班
WO02299,2024-11,2024-11-11,2024-11-12,FWD425B,产线-02,5955,4824,0.81,8,已完成,早班
WO02300,2025-07,2025-07-07,2025-07-17,FWD6205,产线-05,5591,5088,0.91,23,已完成,夜班
WO02301,2025-06,2025-06-26,2025-07-09,FWD8205WR,产线-02,7362,6773,0.92,65,已完成,中班
WO02302,2025-02,2025-02-16,2025-02-26,FWD5872C,产线-08,624,580,0.93,6,已完成,夜班
WO02303,2025-06,2025-06-13,2025-06-15,FWD299,产线-01,4609,3733,0.81,57,已完成,中班
WO02304,2025-09,2025-09-19,2025-09-29,FWD217,产线-03,5231,4603,0.88,32,已完成,夜班
WO02305,2025-07,2025-07-13,2025-07-27,BHC89234BG,产线-03,5851,5324,0.91,98,计划,中班
WO02306,2024-12,2024-12-18,2024-12-24,FWD6603B,产线-04,3978,3859,0.97,16,计划,早班
WO02307,2025-07,2025-07-19,2025-08-02,FWD600,产线-02,287,250,0.87,1,已完成,夜班
WO02308,2024-11,2024-11-10,2024-11-22,FWD509,产线-05,5077,4874,0.96,19,计划,夜班
WO02309,2025-07,2025-07-17,2025-07-30,FWD305,产线-05,948,939,0.99,9,已完成,早班
WO02310,2025-08,2025-08-27,2025-09-04,FWD436 ,产线-01,4400,4180,0.95,54,已完成,早班
WO02311,2025-02,2025-02-22,2025-02-24,FWDV020,产线-05,1544,1529,0.99,8,已完成,夜班
WO02312,2025-04,2025-04-27,2025-05-08,FWD504,产线-05,2183,1921,0.88,19,已完成,早班
WO02313,2025-04,2025-04-16,2025-04-26,FWDD29X,产线-06,4350,4176,0.96,28,计划,早班
WO02314,2025-01,2025-01-10,2025-01-14,FWD504,产线-01,1687,1400,0.83,17,已完成,中班
WO02315,2025-06,2025-06-17,2025-06-29,FWD509,产线-05,935,748,0.8,18,已完成,中班
WO02316,2025-01,2025-01-22,2025-01-30,BHC9227GOH,产线-03,4944,4944,1.0,70,计划,中班
WO02317,2025-06,2025-06-21,2025-06-29,FWDV040B,产线-08,6711,5771,0.86,68,已完成,夜班
WO02318,2025-11,2025-11-25,2025-11-26,FWD362,产线-05,5003,4753,0.95,70,已完成,早班
WO02319,2025-05,2025-05-05,2025-05-08,BHC9227GOH,产线-01,5269,4426,0.84,5,生产中,早班
WO02320,2024-11,2024-11-07,2024-11-20,FWDV220,产线-01,3792,3413,0.9,24,已完成,早班
WO02321,2025-07,2025-07-24,2025-07-26,FWD6683T,产线-08,5593,5034,0.9,28,已完成,早班
WO02322,2025-10,2025-10-12,2025-10-24,FWD305,产线-01,5973,5555,0.93,94,已完成,夜班
WO02323,2025-02,2025-02-17,2025-02-19,FWD001,产线-07,4284,4155,0.97,40,已完成,早班
WO02324,2025-06,2025-06-22,2025-07-04,FWD304,产线-03,1889,1643,0.87,8,已完成,中班
WO02325,2025-08,2025-08-18,2025-08-23,BHC9320YB,产线-05,4432,3590,0.81,0,已完成,中班
WO02326,2024-10,2024-10-13,2024-10-26,FWD505,产线-04,4456,3921,0.88,39,计划,夜班
WO02327,2025-07,2025-07-22,2025-08-04,FWD6018T,产线-04,6311,5995,0.95,100,已完成,夜班
WO02328,2025-04,2025-04-13,2025-04-18,FWD532,产线-02,5620,4946,0.88,36,已完成,夜班
WO02329,2024-11,2024-11-19,2024-12-03,BHC9327GP,产线-07,2858,2829,0.99,24,生产中,中班
WO02330,2025-04,2025-04-22,2025-04-26,FWD152WR,产线-08,3633,3124,0.86,62,已完成,中班
WO02331,2025-09,2025-09-18,2025-10-01,BHC9232MGH,产线-04,7957,6604,0.83,57,生产中,早班
WO02332,2025-10,2025-10-25,2025-11-05,FWD5872A,产线-06,7967,6772,0.85,89,计划,中班
WO02333,2025-10,2025-10-24,2025-10-31,BHC9235BVH,产线-02,4224,3506,0.83,75,已完成,早班
WO02334,2025-07,2025-07-20,2025-07-29,FWD163,产线-04,3123,2655,0.85,29,计划,中班
WO02335,2025-06,2025-06-24,2025-07-05,FWD5800D,产线-01,2975,2529,0.85,38,已完成,早班
WO02336,2025-10,2025-10-07,2025-10-14,FWD6163,产线-07,472,453,0.96,0,已完成,早班
WO02337,2025-11,2025-11-25,2025-12-09,FWD6307A,产线-03,5852,5033,0.86,111,已完成,早班
WO02338,2025-10,2025-10-27,2025-11-02,FWDV020,产线-04,2669,2269,0.85,36,已完成,夜班
WO02339,2025-03,2025-03-08,2025-03-19,FWD5519,产线-03,5932,5279,0.89,20,计划,中班
WO02340,2024-12,2024-12-18,2024-12-24,FWD6002T,产线-05,4622,3975,0.86,77,已完成,夜班
WO02341,2025-10,2025-10-09,2025-10-15,FWD419B,产线-07,923,905,0.98,13,已完成,夜班
WO02342,2024-11,2024-11-10,2024-11-12,FWD323M,产线-02,3312,2948,0.89,45,生产中,夜班
WO02343,2025-04,2025-04-27,2025-05-01,FWDD10L,产线-05,1118,973,0.87,20,已完成,夜班
WO02344,2025-09,2025-09-10,2025-09-18,FWD403,产线-04,2172,1998,0.92,20,生产中,中班
WO02345,2025-04,2025-04-18,2025-04-30,FWD901KSW,产线-02,2440,1976,0.81,17,已完成,夜班
WO02346,2025-09,2025-09-21,2025-10-01,FWD123,产线-08,7304,6939,0.95,48,已完成,夜班
WO02347,2025-04,2025-04-05,2025-04-14,FWD7365,产线-08,2027,1703,0.84,2,已完成,早班
WO02348,2025-04,2025-04-03,2025-04-17,BHC9326BM ,产线-03,329,309,0.94,6,已完成,中班
WO02349,2025-05,2025-05-16,2025-05-26,FWDD23M,产线-07,7048,6625,0.94,70,已完成,夜班
WO02350,2025-05,2025-05-22,2025-06-01,FWD7305WR,产线-01,5165,4339,0.84,96,生产中,早班
WO02351,2025-03,2025-03-13,2025-03-14,FWD101WR,产线-05,6171,5862,0.95,122,已完成,中班
WO02352,2024-11,2024-11-26,2024-12-02,FWD123TS,产线-05,3065,2575,0.84,39,已完成,中班
WO02353,2025-07,2025-07-22,2025-07-25,FWDD25M,产线-02,1082,941,0.87,16,计划,中班
WO02354,2024-11,2024-11-10,2024-11-22,FWDV015,产线-03,5117,4554,0.89,75,计划,中班
WO02355,2024-11,2024-11-08,2024-11-16,FWD304,产线-01,7864,6448,0.82,145,已完成,早班
WO02356,2025-05,2025-05-11,2025-05-14,FWD6300,产线-03,3290,3224,0.98,59,已完成,早班
WO02357,2024-12,2024-12-10,2024-12-23,BHC9338GR,产线-08,5062,5062,1.0,4,已完成,早班
WO02358,2025-06,2025-06-11,2025-06-25,FWD415Y,产线-08,4535,4218,0.93,76,已完成,中班
WO02359,2025-04,2025-04-11,2025-04-18,FWDD23L,产线-02,5706,5535,0.97,19,已完成,早班
WO02360,2025-04,2025-04-12,2025-04-16,FWD215,产线-06,1812,1540,0.85,31,计划,中班
WO02361,2025-02,2025-02-25,2025-03-06,FWD8205WR,产线-01,1034,879,0.85,6,已完成,中班
WO02362,2025-08,2025-08-08,2025-08-12,BHC89234BG,产线-02,5438,5384,0.99,95,已完成,夜班
WO02363,2024-11,2024-11-27,2024-12-07,FWDD21L,产线-01,7115,5692,0.8,60,已完成,夜班
WO02364,2025-10,2025-10-09,2025-10-19,FWD101,产线-01,4666,4339,0.93,42,生产中,夜班
WO02365,2024-12,2024-12-22,2024-12-24,FWD427,产线-01,3037,2885,0.95,39,生产中,早班
WO02366,2025-10,2025-10-07,2025-10-09,FWD522WR,产线-05,1630,1565,0.96,1,生产中,中班
WO02367,2025-05,2025-05-11,2025-05-18,FWDV220,产线-04,3621,2969,0.82,17,已完成,中班
WO02368,2025-11,2025-11-24,2025-12-08,FWDD23M,产线-05,7562,6201,0.82,128,已完成,早班
WO02369,2024-11,2024-11-07,2024-11-10,FWD6005T,产线-04,5880,5468,0.93,18,计划,中班
WO02370,2025-10,2025-10-19,2025-10-30,FWDV580,产线-02,5605,5549,0.99,79,已完成,早班
WO02371,2025-03,2025-03-11,2025-03-14,FWDD28X,产线-01,1049,1039,0.99,18,计划,早班
WO02372,2025-05,2025-05-04,2025-05-14,FWDD25M,产线-02,3163,2783,0.88,57,已完成,中班
WO02373,2025-07,2025-07-06,2025-07-14,FWD6001,产线-02,4002,3322,0.83,3,已完成,夜班
WO02374,2025-03,2025-03-11,2025-03-25,FWD6225,产线-01,6265,5075,0.81,20,计划,早班
WO02375,2025-07,2025-07-20,2025-07-24,FWD215WR,产线-03,2769,2437,0.88,42,生产中,早班
WO02376,2025-05,2025-05-03,2025-05-05,FWDD10X,产线-02,5441,4951,0.91,54,生产中,中班
